Transaction_Date,Description,Amount_UGX,Category,Source
2025-11-04,POS PURCHASE CARREFOUR KAMPALA,40100.0,Food & Groceries,MTN MoMo
2025-04-09,POS PURCHASE AIRTEL INTERNET KAMPALA,145700.0,Utilities,Centenary Bank
2025-12-18,AGENT 5380 - LYCADATA,22100.0,Airtime & Data,Airtel Money
2025-08-28,AGENT 2992 - AIRTEL TOPUP,49800.0,Airtime & Data,Stanbic
2025-10-27,PAID FOR CARREFOUR,43500.0,Food & Groceries,MTN MoMo
2026-01-11,PAID FOR CAFESSERIE,117800.0,Dining & Drinks,Airtel Money
2025-10-26,AGENT 2277 - ZUKU TV,10700.0,Utilities,Centenary Bank
2026-03-18,MOMOPAY 546555 CAFESSERIE,59000.0,Dining & Drinks,MTN MoMo
2025-06-19,POS PURCHASE SAFEBODA KAMPALA,19900.0,Transport,Centenary Bank
2026-02-15,WHT 38% LYCADATA,48200.0,Airtime & Data,Airtel Money
2025-10-13,CARREFOUR MSK,16300.0,Food & Groceries,Stanbic
2025-05-12,POS PURCHASE UMEME YAKA KAMPALA,242000.0,Utilities,Airtel Money
2025-10-29,POS PURCHASE LYCADATA KAMPALA,5100.0,Airtime & Data,MTN MoMo
2025-08-31,POS PURCHASE AIRTEL TOPUP KAMPALA,33000.0,Airtime & Data,Airtel Money
2025-10-29,PAID FOR TOTALENERGIES,44000.0,Transport,Stanbic
2025-09-13,MTN AIRTIME MSK,43500.0,Airtime & Data,Airtel Money
2025-07-11,NWSC KLA,159700.0,Utilities,MTN MoMo
2025-05-07,AGENT 3751 - LOCAL JOINT,67000.0,Dining & Drinks,Airtel Money
2026-01-01,POS PURCHASE UBER KAMPALA,6700.0,Transport,Centenary Bank
2025-08-09,PAID FOR CARREFOUR,51100.0,Food & Groceries,Stanbic
2025-06-17,MOMOPAY 112302 BANK TO WALLET,2516900.0,Income/Transfers,Stanbic
2026-01-07,MOMOPAY 764923 MTN AIRTIME,14500.0,Airtime & Data,Centenary Bank
2025-10-01,AGENT 9301 - KFC,49600.0,Dining & Drinks,Centenary Bank
2025-05-16,WHT 76% BANK TO WALLET,1742900.0,Income/Transfers,MTN MoMo
2025-09-05,MOMOPAY 739895 CARREFOUR,53700.0,Food & Groceries,MTN MoMo
2026-02-28,MOMOPAY 281786 MTN AIRTIME,47800.0,Airtime & Data,Centenary Bank
2025-04-23,LYCADATA GULU,33300.0,Airtime & Data,MTN MoMo
2026-02-20,POS PURCHASE JAVA HOUSE KAMPALA,15700.0,Dining & Drinks,Centenary Bank
2025-09-08,WHT 40% MULTICHOICE DSTV,277900.0,Utilities,Centenary Bank
2025-07-22,BANK TO WALLET MSK,3947600.0,Income/Transfers,MTN MoMo
2026-02-13,PAID FOR KIKUUBO WHOLESALE,79800.0,Food & Groceries,Centenary Bank
2025-08-04,WHT 91% LINK BUS,25500.0,Transport,Centenary Bank
2025-05-09,POS PURCHASE SHELL KAMPALA,22400.0,Transport,Stanbic
2026-03-17,WHT 98% KYAMBOGO,217200.0,Education,Centenary Bank
2026-01-07,AGENT 1646 - NANDOS,103100.0,Dining & Drinks,Stanbic
2026-03-14,GREENHILL ACADEMY GULU,630000.0,Education,Stanbic
2025-07-25,PAID FOR LOCAL JOINT,72200.0,Dining & Drinks,Stanbic
2025-10-05,MOMOPAY 859727 MOMO TRANSFER FROM,2322600.0,Income/Transfers,MTN MoMo
2025-10-16,MOMOPAY 720219 AIRTEL TOPUP,28600.0,Airtime & Data,MTN MoMo
2025-06-08,WHT 13% TOTALENERGIES,34900.0,Transport,Centenary Bank
2026-02-18,UBER MBALE,52600.0,Transport,Stanbic
2025-10-30,WHT 15% QUALITY SUPERMARKET,50800.0,Food & Groceries,MTN MoMo
2025-06-20,AGENT 5817 - LINK BUS,40300.0,Transport,Airtel Money
2026-03-08,MOMOPAY 698590 SALARY DEPOSIT,2426200.0,Income/Transfers,Centenary Bank
2025-06-28,PAID FOR KFC,71000.0,Dining & Drinks,Stanbic
2025-05-14,MEGA STANDARD MUK,87300.0,Food & Groceries,Airtel Money
2025-10-06,UMEME YAKA KLA,88500.0,Utilities,Stanbic
2025-09-20,WHT 91% CAPITAL SHOPPERS,71000.0,Food & Groceries,MTN MoMo
2025-10-28,MOMOPAY 583315 UMEME YAKA,174900.0,Utilities,MTN MoMo
2025-09-04,MOMOPAY 286582 JAVA HOUSE,53200.0,Dining & Drinks,Stanbic
2026-03-02,MOMOPAY 676464 NANDOS,90100.0,Dining & Drinks,MTN MoMo
2025-06-11,PAID FOR SHELL,53900.0,Transport,Stanbic
2026-01-24,AGENT 7163 - MTN AIRTIME,10700.0,Airtime & Data,Stanbic
2025-12-16,PAID FOR KYAMBOGO,2203400.0,Education,MTN MoMo
2025-04-18,AGENT 4477 - GREENHILL ACADEMY,2420100.0,Education,Airtel Money
2026-02-04,AGENT 1220 - CAFESSERIE,24600.0,Dining & Drinks,MTN MoMo
2025-12-31,SALARY DEPOSIT GULU,1467500.0,Income/Transfers,Centenary Bank
2026-03-05,GREENHILL ACADEMY MUK,883800.0,Education,Centenary Bank
2025-03-30,AGENT 3997 - UMEME YAKA,199600.0,Utilities,Airtel Money
2025-11-02,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,145400.0,Food & Groceries,Airtel Money
2025-08-23,PAID FOR CARREFOUR,53600.0,Food & Groceries,Airtel Money
2025-08-23,MOMOPAY 510442 BANK TO WALLET,93700.0,Income/Transfers,Stanbic
2025-09-11,POS PURCHASE LYCADATA KAMPALA,1800.0,Airtime & Data,Airtel Money
2025-04-22,POS PURCHASE MOMO TRANSFER FROM KAMPALA,3842800.0,Income/Transfers,MTN MoMo
2025-04-28,POS PURCHASE AIRTEL INTERNET KAMPALA,159300.0,Utilities,Airtel Money
2026-02-02,MOMOPAY 876349 AIRTEL TOPUP,27300.0,Airtime & Data,Centenary Bank
2026-03-02,PAID FOR ZUKU TV,191500.0,Utilities,Stanbic
2026-03-05,POS PURCHASE SAFEBODA KAMPALA,27100.0,Transport,MTN MoMo
2026-01-21,MOMOPAY 767132 UBER,23800.0,Transport,Stanbic
2026-02-26,AGENT 8338 - CAPITAL SHOPPERS,22600.0,Food & Groceries,Airtel Money
2025-12-10,MOMOPAY 997283 KIKUUBO WHOLESALE,20700.0,Food & Groceries,Airtel Money
2025-12-17,AGENT 7107 - LYCADATA,2800.0,Airtime & Data,MTN MoMo
2025-07-01,MOMOPAY 187370 SALARY DEPOSIT,1666200.0,Income/Transfers,Airtel Money
2026-02-02,AGENT 9102 - AIRTEL TOPUP,21000.0,Airtime & Data,MTN MoMo
2025-08-24,PAID FOR MULTICHOICE DSTV,210800.0,Utilities,Stanbic
2025-09-10,MOMOPAY 366262 QUALITY SUPERMARKET,95800.0,Food & Groceries,Airtel Money
2026-03-22,POS PURCHASE GREENHILL ACADEMY KAMPALA,321700.0,Education,Centenary Bank
2025-10-20,PAID FOR MOMO TRANSFER FROM,3614700.0,Income/Transfers,Airtel Money
2025-05-11,SHELL ENT,7300.0,Transport,MTN MoMo
2026-01-26,WHT 69% AIRTEL TOPUP,40700.0,Airtime & Data,Centenary Bank
2025-08-25,MOMOPAY 693185 NWSC,192500.0,Utilities,Stanbic
2025-05-28,PAID FOR TOTALENERGIES,73700.0,Transport,Airtel Money
2025-08-15,SHELL ENT,3000.0,Transport,Centenary Bank
2025-04-30,ZUKU TV GULU,278200.0,Utilities,MTN MoMo
2026-03-12,POS PURCHASE NANDOS KAMPALA,24900.0,Dining & Drinks,MTN MoMo
2025-08-14,MOMOPAY 616629 MTN AIRTIME,43400.0,Airtime & Data,Airtel Money
2025-04-30,POS PURCHASE MOMO TRANSFER FROM KAMPALA,4883300.0,Income/Transfers,Stanbic
2025-12-20,MOMOPAY 898718 UBER,77700.0,Transport,Stanbic
2025-05-05,AGENT 7045 - MEGA STANDARD,109600.0,Food & Groceries,MTN MoMo
2025-04-08,POS PURCHASE AIRTEL TOPUP KAMPALA,45400.0,Airtime & Data,Airtel Money
2026-01-19,PAID FOR MOMO TRANSFER FROM,1388100.0,Income/Transfers,Airtel Money
2025-04-17,AGENT 6647 - CAFESSERIE,13300.0,Dining & Drinks,MTN MoMo
2025-12-12,QUALITY SUPERMARKET ENT,139500.0,Food & Groceries,Stanbic
2025-07-20,AGENT 1934 - QUALITY SUPERMARKET,111100.0,Food & Groceries,MTN MoMo
2025-09-07,MOMOPAY 521670 NANDOS,73200.0,Dining & Drinks,MTN MoMo
2026-03-11,LYCADATA MUK,34200.0,Airtime & Data,MTN MoMo
2025-06-02,JAVA HOUSE MBALE,85900.0,Dining & Drinks,Stanbic
2026-02-19,WHT 47% CARREFOUR,36500.0,Food & Groceries,Centenary Bank
2025-06-21,MOMOPAY 265847 QUALITY SUPERMARKET,108400.0,Food & Groceries,Airtel Money
2026-01-22,KIKUUBO WHOLESALE KLA,39700.0,Food & Groceries,Stanbic
2026-02-20,MULTICHOICE DSTV KLA,107800.0,Utilities,Airtel Money
2026-01-14,WHT 70% STANDARD HIGH,2251200.0,Education,Stanbic
2025-10-26,PAID FOR JAVA HOUSE,115200.0,Dining & Drinks,Stanbic
2026-03-15,POS PURCHASE AIRTEL TOPUP KAMPALA,37300.0,Airtime & Data,Airtel Money
2025-11-03,NWSC KLA,279800.0,Utilities,MTN MoMo
2025-07-14,PAID FOR LYCADATA,38100.0,Airtime & Data,Centenary Bank
2025-11-16,MOMOPAY 467766 UBER,75600.0,Transport,MTN MoMo
2025-05-30,CAPITAL SHOPPERS MBALE,53800.0,Food & Groceries,Airtel Money
2025-12-25,KIKUUBO WHOLESALE GULU,102600.0,Food & Groceries,MTN MoMo
2025-05-19,WHT 19% KYAMBOGO,945900.0,Education,Centenary Bank
2025-10-30,POS PURCHASE MOMO TRANSFER FROM KAMPALA,3132200.0,Income/Transfers,Airtel Money
2025-06-27,YY COACHES KLA,49100.0,Transport,Stanbic
2025-06-17,MOMOPAY 342267 SAFEBODA,3300.0,Transport,Centenary Bank
2026-01-15,WHT 78% CAPITAL SHOPPERS,104100.0,Food & Groceries,MTN MoMo
2026-01-13,POS PURCHASE CARREFOUR KAMPALA,18500.0,Food & Groceries,Airtel Money
2025-07-08,MOMOPAY 330276 SALARY DEPOSIT,3030700.0,Income/Transfers,Airtel Money
2025-11-23,AGENT 3684 - AIRTEL TOPUP,10900.0,Airtime & Data,MTN MoMo
2025-11-24,PAID FOR TOTALENERGIES,4700.0,Transport,MTN MoMo
2025-05-31,KIKUUBO WHOLESALE MSK,119600.0,Food & Groceries,MTN MoMo
2025-06-20,PAID FOR JAVA HOUSE,64400.0,Dining & Drinks,Airtel Money
2025-09-14,PAID FOR LYCADATA,30300.0,Airtime & Data,MTN MoMo
2026-01-22,PAID FOR LYCADATA,13100.0,Airtime & Data,Airtel Money
2025-07-28,SHELL MSK,74600.0,Transport,Stanbic
2025-05-28,MOMOPAY 856228 LYCADATA,25900.0,Airtime & Data,Centenary Bank
2025-05-31,MOMOPAY 137761 UBER,36500.0,Transport,Centenary Bank
2025-10-22,POS PURCHASE MTN AIRTIME KAMPALA,6200.0,Airtime & Data,Centenary Bank
2026-01-17,AGENT 9067 - KIKUUBO WHOLESALE,38100.0,Food & Groceries,Stanbic
2025-07-19,PAID FOR CARREFOUR,11400.0,Food & Groceries,Centenary Bank
2025-12-07,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,75300.0,Food & Groceries,Centenary Bank
2026-03-09,PAID FOR LOCAL JOINT,113000.0,Dining & Drinks,MTN MoMo
2025-10-12,PAID FOR LINK BUS,29400.0,Transport,Airtel Money
2025-04-12,YY COACHES KLA,75000.0,Transport,Centenary Bank
2025-09-03,AGENT 6624 - STANDARD HIGH,1277800.0,Education,Centenary Bank
2026-01-01,PAID FOR CAFESSERIE,58000.0,Dining & Drinks,Stanbic
2025-08-27,POS PURCHASE MOMO TRANSFER FROM KAMPALA,2737700.0,Income/Transfers,Airtel Money
2025-11-27,PAID FOR MEGA STANDARD,87700.0,Food & Groceries,Centenary Bank
2025-12-09,AGENT 8244 - LOCAL JOINT,19300.0,Dining & Drinks,Airtel Money
2026-02-06,AGENT 8533 - BANK TO WALLET,279100.0,Income/Transfers,MTN MoMo
2026-01-21,AGENT 7347 - QUALITY SUPERMARKET,106900.0,Food & Groceries,Centenary Bank
2025-07-07,POS PURCHASE BANK TO WALLET KAMPALA,3483600.0,Income/Transfers,MTN MoMo
2026-01-24,SALARY DEPOSIT ENT,755200.0,Income/Transfers,Stanbic
2025-04-15,MOMOPAY 960801 MTN AIRTIME,29600.0,Airtime & Data,Airtel Money
2025-08-06,LYCADATA MSK,37300.0,Airtime & Data,Airtel Money
2025-08-17,MOMOPAY 618403 MTN AIRTIME,28300.0,Airtime & Data,Stanbic
2025-12-15,AGENT 7785 - SALARY DEPOSIT,1939000.0,Income/Transfers,Airtel Money
2026-03-03,POS PURCHASE MAKERERE UNI KAMPALA,406900.0,Education,MTN MoMo
2025-09-28,AGENT 5796 - BANK TO WALLET,3928500.0,Income/Transfers,Airtel Money
2025-10-30,MOMOPAY 471881 SALARY DEPOSIT,3508500.0,Income/Transfers,Centenary Bank
2025-08-18,PAID FOR GREENHILL ACADEMY,2310600.0,Education,MTN MoMo
2025-09-12,POS PURCHASE SALARY DEPOSIT KAMPALA,4384900.0,Income/Transfers,Centenary Bank
2025-04-02,PAID FOR UBER,33600.0,Transport,Airtel Money
2025-10-02,MOMOPAY 666213 QUALITY SUPERMARKET,97400.0,Food & Groceries,Airtel Money
2026-03-23,MOMO TRANSFER FROM KLA,1540800.0,Income/Transfers,Centenary Bank
2025-10-07,POS PURCHASE CAPITAL SHOPPERS KAMPALA,50100.0,Food & Groceries,Centenary Bank
2025-10-20,MOMOPAY 390850 KFC,69600.0,Dining & Drinks,Centenary Bank
2025-07-15,POS PURCHASE AIRTEL TOPUP KAMPALA,9900.0,Airtime & Data,Centenary Bank
2026-03-11,BANK TO WALLET MBALE,4128400.0,Income/Transfers,Stanbic
2025-07-14,WHT 94% JAVA HOUSE,39700.0,Dining & Drinks,Stanbic
2026-02-15,AGENT 1089 - UBER,8000.0,Transport,Airtel Money
2025-04-21,WHT 97% LYCADATA,38500.0,Airtime & Data,MTN MoMo
2025-11-18,AGENT 7356 - UBER,18900.0,Transport,Centenary Bank
2025-08-14,POS PURCHASE KYAMBOGO KAMPALA,1279900.0,Education,Stanbic
2025-11-12,POS PURCHASE ZUKU TV KAMPALA,282600.0,Utilities,Stanbic
2025-05-23,MOMOPAY 726682 QUALITY SUPERMARKET,63700.0,Food & Groceries,Airtel Money
2025-12-04,SALARY DEPOSIT KLA,4225100.0,Income/Transfers,Centenary Bank
2025-08-22,MOMOPAY 185795 LOCAL JOINT,37600.0,Dining & Drinks,Airtel Money
2025-04-22,MOMOPAY 923782 MTN AIRTIME,8400.0,Airtime & Data,Stanbic
2025-11-05,POS PURCHASE CARREFOUR KAMPALA,5300.0,Food & Groceries,MTN MoMo
2025-06-04,AIRTEL TOPUP MBALE,39600.0,Airtime & Data,Centenary Bank
2025-11-28,WHT 53% BANK TO WALLET,2913900.0,Income/Transfers,Centenary Bank
2025-06-23,PAID FOR SALARY DEPOSIT,2359000.0,Income/Transfers,MTN MoMo
2025-05-11,MOMOPAY 657644 UBER,44200.0,Transport,MTN MoMo
2025-11-28,AIRTEL TOPUP MSK,7300.0,Airtime & Data,Stanbic
2025-03-31,POS PURCHASE LINK BUS KAMPALA,42200.0,Transport,Centenary Bank
2025-04-08,AGENT 1904 - SALARY DEPOSIT,3492700.0,Income/Transfers,Centenary Bank
2026-01-11,PAID FOR GREENHILL ACADEMY,1815500.0,Education,Centenary Bank
2025-05-26,PAID FOR BANK TO WALLET,4164900.0,Income/Transfers,Stanbic
2025-04-09,WHT 80% QUALITY SUPERMARKET,22600.0,Food & Groceries,Airtel Money
2025-12-20,AGENT 1895 - CARREFOUR,21200.0,Food & Groceries,Stanbic
2026-02-23,MOMOPAY 962127 SALARY DEPOSIT,114200.0,Income/Transfers,Airtel Money
2025-04-20,POS PURCHASE LOCAL JOINT KAMPALA,59400.0,Dining & Drinks,Centenary Bank
2026-03-06,CARREFOUR ENT,141900.0,Food & Groceries,MTN MoMo
2025-09-20,MOMO TRANSFER FROM KLA,105700.0,Income/Transfers,Airtel Money
2025-10-24,AGENT 6582 - TOTALENERGIES,58800.0,Transport,Airtel Money
2025-04-14,TOTALENERGIES KLA,54400.0,Transport,Centenary Bank
2025-10-17,JAVA HOUSE ENT,114000.0,Dining & Drinks,Stanbic
2025-07-19,POS PURCHASE MTN AIRTIME KAMPALA,41400.0,Airtime & Data,Stanbic
2026-01-05,AGENT 6688 - MEGA STANDARD,61900.0,Food & Groceries,Airtel Money
2026-03-06,POS PURCHASE MTN AIRTIME KAMPALA,44100.0,Airtime & Data,Airtel Money
2025-07-04,LYCADATA ENT,34200.0,Airtime & Data,Stanbic
2025-05-18,MOMOPAY 427366 MTN AIRTIME,23100.0,Airtime & Data,Airtel Money
2025-11-08,PAID FOR ZUKU TV,40100.0,Utilities,Centenary Bank
2025-07-05,WHT 73% NWSC,259400.0,Utilities,Stanbic
2026-01-29,WHT 64% BANK TO WALLET,4843800.0,Income/Transfers,MTN MoMo
2025-10-22,SAFEBODA KLA,33500.0,Transport,Stanbic
2025-12-05,AGENT 6991 - AIRTEL TOPUP,37800.0,Airtime & Data,Centenary Bank
2026-02-18,AGENT 6975 - MOMO TRANSFER FROM,3144100.0,Income/Transfers,Stanbic
2026-02-18,MOMOPAY 495717 ZUKU TV,175500.0,Utilities,Stanbic
2026-02-16,MOMOPAY 962188 MULTICHOICE DSTV,194100.0,Utilities,Stanbic
2025-08-06,POS PURCHASE KFC KAMPALA,114200.0,Dining & Drinks,Centenary Bank
2025-04-25,MOMOPAY 628075 AIRTEL TOPUP,12200.0,Airtime & Data,Airtel Money
2026-02-06,POS PURCHASE MEGA STANDARD KAMPALA,83600.0,Food & Groceries,Stanbic
2026-01-11,SAFEBODA ENT,9700.0,Transport,Centenary Bank
2025-04-20,AGENT 6152 - AIRTEL TOPUP,39200.0,Airtime & Data,Centenary Bank
2026-01-22,POS PURCHASE SALARY DEPOSIT KAMPALA,1723400.0,Income/Transfers,Airtel Money
2025-04-03,PAID FOR CARREFOUR,102400.0,Food & Groceries,Stanbic
2026-01-19,SALARY DEPOSIT ENT,3534700.0,Income/Transfers,Centenary Bank
2026-02-13,WHT 20% CARREFOUR,67700.0,Food & Groceries,MTN MoMo
2025-06-24,CAPITAL SHOPPERS KLA,128400.0,Food & Groceries,MTN MoMo
2025-04-01,AGENT 8504 - STANDARD HIGH,457900.0,Education,Stanbic
2025-09-02,WHT 52% YY COACHES,33600.0,Transport,Centenary Bank
2025-07-04,AGENT 5038 - NWSC,157800.0,Utilities,Airtel Money
2025-09-27,WHT 48% TOTALENERGIES,61100.0,Transport,MTN MoMo
2025-06-15,POS PURCHASE JAVA HOUSE KAMPALA,85800.0,Dining & Drinks,Stanbic
2025-08-01,MEGA STANDARD ENT,85000.0,Food & Groceries,Stanbic
2025-10-01,WHT 60% AIRTEL TOPUP,49700.0,Airtime & Data,Airtel Money
2026-01-30,MOMOPAY 133381 KIKUUBO WHOLESALE,44000.0,Food & Groceries,MTN MoMo
2025-10-02,WHT 36% LYCADATA,21700.0,Airtime & Data,MTN MoMo
2025-07-24,AGENT 5801 - JAVA HOUSE,84000.0,Dining & Drinks,Airtel Money
2025-08-16,WHT 16% KIKUUBO WHOLESALE,51500.0,Food & Groceries,Airtel Money
2025-08-30,PAID FOR MTN AIRTIME,28100.0,Airtime & Data,Airtel Money
2026-01-09,WHT 61% CAFESSERIE,88200.0,Dining & Drinks,Stanbic
2025-11-23,WHT 59% SALARY DEPOSIT,2475400.0,Income/Transfers,MTN MoMo
2025-03-25,MOMOPAY 794049 KFC,39700.0,Dining & Drinks,Centenary Bank
2025-09-12,JAVA HOUSE MUK,70600.0,Dining & Drinks,Centenary Bank
2025-11-12,MOMO TRANSFER FROM KLA,1419200.0,Income/Transfers,Centenary Bank
2025-09-19,AGENT 3695 - SAFEBODA,21000.0,Transport,Airtel Money
2025-08-05,WHT 62% MOMO TRANSFER FROM,3804300.0,Income/Transfers,Airtel Money
2025-04-13,AGENT 9081 - KFC,104400.0,Dining & Drinks,MTN MoMo
2025-09-04,PAID FOR LYCADATA,16300.0,Airtime & Data,MTN MoMo
2026-02-10,MOMOPAY 642508 CAFESSERIE,41100.0,Dining & Drinks,MTN MoMo
2026-01-25,MOMOPAY 331990 YY COACHES,67300.0,Transport,Centenary Bank
2026-03-03,MOMOPAY 817711 MOMO TRANSFER FROM,3582800.0,Income/Transfers,Centenary Bank
2025-06-21,AGENT 4978 - MOMO TRANSFER FROM,3191900.0,Income/Transfers,Centenary Bank
2025-09-19,AGENT 7236 - SHELL,77400.0,Transport,Airtel Money
2025-07-28,WHT 49% STANDARD HIGH,1549200.0,Education,Stanbic
2026-03-20,MOMOPAY 189438 UBER,19700.0,Transport,Stanbic
2025-10-30,MOMOPAY 426352 CARREFOUR,14200.0,Food & Groceries,Airtel Money
2025-06-17,MOMOPAY 489420 MOMO TRANSFER FROM,4608400.0,Income/Transfers,MTN MoMo
2025-11-08,PAID FOR TOTALENERGIES,48000.0,Transport,Centenary Bank
2025-05-06,MOMOPAY 102020 NWSC,56100.0,Utilities,Stanbic
2025-09-30,AGENT 7134 - LYCADATA,29300.0,Airtime & Data,Airtel Money
2026-02-18,BANK TO WALLET MUK,3976700.0,Income/Transfers,MTN MoMo
2025-10-31,POS PURCHASE NANDOS KAMPALA,50100.0,Dining & Drinks,Stanbic
2025-09-04,AIRTEL TOPUP GULU,49400.0,Airtime & Data,Stanbic
2026-03-11,AIRTEL INTERNET KLA,200300.0,Utilities,Airtel Money
2025-07-19,KIKUUBO WHOLESALE MUK,58000.0,Food & Groceries,MTN MoMo
2025-04-30,MOMOPAY 715682 AIRTEL TOPUP,40000.0,Airtime & Data,Centenary Bank
2025-12-05,PAID FOR LINK BUS,72900.0,Transport,MTN MoMo
2025-10-13,MEGA STANDARD MSK,17800.0,Food & Groceries,MTN MoMo
2026-01-13,PAID FOR SALARY DEPOSIT,2245900.0,Income/Transfers,Airtel Money
2026-03-20,NANDOS ENT,32200.0,Dining & Drinks,Airtel Money
2025-08-19,POS PURCHASE CARREFOUR KAMPALA,107600.0,Food & Groceries,Airtel Money
2025-03-29,PAID FOR MTN AIRTIME,22200.0,Airtime & Data,Airtel Money
2026-03-09,UBER KLA,63500.0,Transport,Airtel Money
2026-02-01,MOMOPAY 177697 QUALITY SUPERMARKET,116400.0,Food & Groceries,Centenary Bank
2025-11-28,ZUKU TV ENT,174000.0,Utilities,Stanbic
2025-08-13,AGENT 9090 - SALARY DEPOSIT,2673400.0,Income/Transfers,Centenary Bank
2025-09-11,POS PURCHASE MULTICHOICE DSTV KAMPALA,14300.0,Utilities,Centenary Bank
2026-02-23,MOMOPAY 760549 MTN AIRTIME,43900.0,Airtime & Data,Airtel Money
2025-07-12,WHT 84% SALARY DEPOSIT,1962100.0,Income/Transfers,Centenary Bank
2025-06-23,WHT 46% AIRTEL TOPUP,41700.0,Airtime & Data,Centenary Bank
2025-11-24,WHT 49% UMEME YAKA,108700.0,Utilities,Airtel Money
2025-05-15,PAID FOR UBER,54900.0,Transport,Centenary Bank
2025-05-26,WHT 67% SHELL,40700.0,Transport,MTN MoMo
2025-07-31,WHT 98% LOCAL JOINT,28400.0,Dining & Drinks,MTN MoMo
2026-03-21,MOMOPAY 850053 LOCAL JOINT,109800.0,Dining & Drinks,Airtel Money
2025-04-08,AGENT 6728 - AIRTEL TOPUP,6000.0,Airtime & Data,Airtel Money
2026-01-23,WHT 16% MTN AIRTIME,46100.0,Airtime & Data,MTN MoMo
2025-07-07,POS PURCHASE AIRTEL INTERNET KAMPALA,231600.0,Utilities,Airtel Money
2025-12-18,PAID FOR LYCADATA,18500.0,Airtime & Data,MTN MoMo
2026-02-22,PAID FOR SALARY DEPOSIT,3075800.0,Income/Transfers,Centenary Bank
2025-12-02,POS PURCHASE UBER KAMPALA,45400.0,Transport,MTN MoMo
2025-08-30,PAID FOR STANDARD HIGH,2396800.0,Education,MTN MoMo
2025-07-06,WHT 21% CAFESSERIE,69700.0,Dining & Drinks,Airtel Money
2026-02-06,STANDARD HIGH MSK,2100900.0,Education,MTN MoMo
2026-01-16,AGENT 4314 - JAVA HOUSE,37900.0,Dining & Drinks,Airtel Money
2025-09-14,NANDOS GULU,31400.0,Dining & Drinks,Centenary Bank
2025-10-05,MOMOPAY 475621 CAFESSERIE,28900.0,Dining & Drinks,MTN MoMo
2026-02-01,POS PURCHASE MOMO TRANSFER FROM KAMPALA,3633600.0,Income/Transfers,Centenary Bank
2025-09-27,AGENT 6625 - AIRTEL INTERNET,136800.0,Utilities,Stanbic
2025-05-18,POS PURCHASE AIRTEL INTERNET KAMPALA,183700.0,Utilities,Airtel Money
2026-02-20,MOMOPAY 963140 SALARY DEPOSIT,786600.0,Income/Transfers,Stanbic
2026-01-09,ZUKU TV ENT,125900.0,Utilities,Stanbic
2025-10-21,PAID FOR CARREFOUR,106600.0,Food & Groceries,Airtel Money
2025-11-18,POS PURCHASE LINK BUS KAMPALA,15300.0,Transport,MTN MoMo
2025-06-03,POS PURCHASE LYCADATA KAMPALA,7700.0,Airtime & Data,MTN MoMo
2025-12-14,WHT 48% KYAMBOGO,2417000.0,Education,Centenary Bank
2025-03-26,MOMO TRANSFER FROM KLA,3453500.0,Income/Transfers,MTN MoMo
2025-06-29,PAID FOR LINK BUS,65900.0,Transport,Stanbic
2025-07-16,PAID FOR BANK TO WALLET,3913500.0,Income/Transfers,Airtel Money
2025-10-14,WHT 81% AIRTEL TOPUP,9000.0,Airtime & Data,Centenary Bank
2025-04-22,WHT 13% MTN AIRTIME,28800.0,Airtime & Data,Stanbic
2025-07-22,AGENT 3107 - KIKUUBO WHOLESALE,126400.0,Food & Groceries,Airtel Money
2026-01-02,PAID FOR QUALITY SUPERMARKET,121200.0,Food & Groceries,Airtel Money
2025-04-18,KFC GULU,18500.0,Dining & Drinks,Centenary Bank
2025-09-25,WHT 33% AIRTEL TOPUP,4600.0,Airtime & Data,Centenary Bank
2025-10-18,PAID FOR NANDOS,48400.0,Dining & Drinks,Centenary Bank
2025-04-18,MOMOPAY 928843 CARREFOUR,146000.0,Food & Groceries,Centenary Bank
2026-02-07,AIRTEL TOPUP KLA,41600.0,Airtime & Data,Centenary Bank
2026-02-26,AGENT 8555 - MULTICHOICE DSTV,227300.0,Utilities,MTN MoMo
2025-03-28,PAID FOR YY COACHES,42900.0,Transport,Centenary Bank
2025-11-04,POS PURCHASE MEGA STANDARD KAMPALA,145600.0,Food & Groceries,Centenary Bank
2025-10-12,YY COACHES MBALE,18500.0,Transport,MTN MoMo
2026-02-27,POS PURCHASE NWSC KAMPALA,117300.0,Utilities,Stanbic
2025-04-08,AGENT 2944 - AIRTEL TOPUP,2900.0,Airtime & Data,MTN MoMo
2025-05-16,WHT 27% KIKUUBO WHOLESALE,102700.0,Food & Groceries,Airtel Money
2026-02-26,MOMOPAY 113201 BANK TO WALLET,1876400.0,Income/Transfers,Centenary Bank
2025-10-01,POS PURCHASE YY COACHES KAMPALA,38900.0,Transport,Centenary Bank
2025-09-23,MOMOPAY 200296 MEGA STANDARD,128800.0,Food & Groceries,MTN MoMo
2025-06-28,WHT 27% AIRTEL TOPUP,4400.0,Airtime & Data,MTN MoMo
2025-04-08,PAID FOR UMEME YAKA,43300.0,Utilities,MTN MoMo
2025-08-12,PAID FOR CARREFOUR,126700.0,Food & Groceries,Airtel Money
2025-06-25,LYCADATA KLA,34900.0,Airtime & Data,Centenary Bank
2026-01-01,POS PURCHASE MEGA STANDARD KAMPALA,14100.0,Food & Groceries,Stanbic
