text,label
paid for best buy,Shopping
just paid 106000 for internet,Utilities
paid 175700 for internet,Utilities
best buy 64k,Shopping
taxi cost me 211,Transport
spent on burger,Food
paid 176 towards dentist,Healthcare
went to kfc and spent 71k,Food
fuel,Transport
bought plumber for 81300,Housing
"flight today, 45k",Transport
"sneakers today, 479",Shopping
paid for cell plan,Utilities
just paid 40k for clinic,Healthcare
club,Entertainment
electricity cost,Utilities
amazon 280200,Shopping
cost of bowling was 251,Entertainment
cost of internet was 25k,Utilities
clothes,Shopping
spent 52800 on sneakers,Shopping
expensive train 338100,Transport
just paid 45k for wifi,Utilities
got eye exam - 194800,Healthcare
paid for amazon,Shopping
rent***---__,Housing
bus ticket,Transport
just paid 86k for laptop,Shopping
doctor cost me 20k,Healthcare
hospital bill,Entertainment
bought snacks for 476900,Food
bought gifts for 109,Shopping
5k for burger,Food
expensive dentist 66400,Healthcare
"party today, 65k",Entertainment
clinic cost me 65k,Healthcare
internet 53,Utilities
spent 29100 on groceries,Food
groceries,Food
paid 18k towards clothes,Shopping
bought club for 425100,Entertainment
bought cell plan for 82k,Utilities
"boda today, 193800",Transport
electronics 233000,Shopping
spent 94k on taxi,Transport
476 for meal,Food
"vitamins today, 176",Healthcare
went to rent and spent 128,Housing
 ,Food
went to jacket and spent 64k,Shopping
69 for gifts,Shopping
cinema,Entertainment
spent on water bill,Utilities
spent on concert,Entertainment
"plumber today, 93900",Housing
"maintenance today, 466900",Housing
spent on flight,Transport
water bill,Utilities
electricity cost,Utilities
expensive bowling 69k,Entertainment
spent on cleaning,Housing
netflix,Entertainment
sneakers,Shopping
went to gas bill and spent 96k,Utilities
trash 40k,Utilities
spent 200 on pizza,Food
25k for best buy,Shopping
"doctor today, 22k",Healthcare
cost of parking was 85,Transport
property tax cost,Housing
just paid 40k for flight,Transport
paid for movie,Entertainment
cost of bowling was 291,Entertainment
spent 22k on internet,Utilities
spent on tolls,Transport
got snacks - 88k,Food
transit,Transport
bought concert for 480,Entertainment
cost of hospital was 396600,Healthcare
vitamins cost,Healthcare
just paid 275 for steam,Entertainment
paid 144 for snacks,Food
first aid cost,Healthcare
paid for parking,Transport
paid 231 towards lunch,Food
plumber cost,Housing
paid 168 for gifts,Shopping
went to uber and spent 22k,Transport
paid 37k towards clinic,Healthcare
bought cinema for 16600,Entertainment
went to cafe and spent 40k,Food
spppent 45kkk on kfffcc,Food
concert cost,Entertainment
paid 346000 towards supermarket,Food
got cell plan - 307700,Utilities
paid for checkup,Healthcare
got mall - 356,Shopping
paid 238 for breakfast,Food
just paid 54k for transit,Transport
spent 223 on best buy,Shopping
cost of cinema was 70k,Entertainment
cost of ikea was 52k,Housing
went to spotify and spent 66k,Entertainment
39 for dentist,Healthcare
groceries,Food
expensive spotify 369900,Entertainment
spent 479100 on meal,Food
mortgage,Housing
cost of phone bill was 280800,Utilities
47 for parking,Transport
expensive apartment 428500,Housing
paid 25k for lunch,Food
sneakers,Shopping
went to music and spent 52,Entertainment
19 for property tax,Housing
93k for ikea,Housing
bought a laptop,Food
went to cafe and spent 314900,Food
bought concert for 27k,Entertainment
unknown charge,
went to home depot and spent 458100,Housing
cost of bus ticket was 73k,Transport
just paid 175700 for checkup,Healthcare
paid 60k towards power,Utilities
gas 361400,Transport
power,Utilities
just paid 71k for trash,Utilities
party,Entertainment
paid 335100 towards cafe,Food
snacks cost me 46k,Food
medicine 92k,Healthcare
paid for vitamins,Healthcare
pizza,Food
expensive jacket 166700,Shopping
flight cost,Transport
"mortgage today, 101",Housing
paid for boda,Transport
went to steam and spent 341500,Entertainment
parking,Transport
just paid 67900 for therapy,Healthcare
paid for bowling,Entertainment
cost of lunch was 354,Food
tolls 98k,Transport
cost of property tax was 353,Housing
paid 68k towards uber,Transport
hospital 450400,Healthcare
shirts cost me 2400,Shopping
spent on coffee,Food
just paid 463 for vitamins,Healthcare
just paid 195 for vitamins,Healthcare
"shoes today, 108",Shopping
theater 339300,Entertainment
mortgage,Housing
clinic cost,Healthcare
supermarket,Food
bought home depot for 57k,Housing
spent on tolls,Transport
spent 353500 on bowling,Entertainment
paid for club,Entertainment
spent on parking,Transport
just paid 74k for gifts,Shopping
sneakers,Shopping
expensive amazon 116000,Shopping
$$$@#$@@! coffee!!!,Food
expensive shirts 483000,Shopping
paid for bowling,Entertainment
clinic cost,Healthcare
meal 368600,Food
expensive train 401900,Transport
expensive electronics 111,Shopping
went to medicine and spent 16k,Healthcare
games cost me 2k,Entertainment
spent on medicine,Healthcare
cell plan,Utilities
354 for clinic,Healthcare
target cost me 65k,Shopping
got broadband - 477,Utilities
went to shoes and spent 15k,Shopping
just paid 218 for electricity,Utilities
expensive ikea 108700,Housing
spppent 45kkk on kfffcc,Food
245 for wifi,Utilities
property tax 43,Housing
bought amazon for 469,Shopping
279000 for eye exam,Healthcare
paid 26k towards sneakers,Shopping
expensive concert 215,Entertainment
paid for fuel,Transport
paid for checkup,Healthcare
"party today, 113",Entertainment
paid 492 towards party,Entertainment
cost of eye exam was 21k,Healthcare
burger cost,Food
cinema cost me 42k,Entertainment
bought some random stuff,
amazon cost,Shopping
spent on taxi,Transport
got mall - 55k,Shopping
just paid 479 for uber,Transport
paid 32 for kfc,Food
paid for electronics,Shopping
spent on games,Entertainment
bought hospital for 31k,Healthcare
groceries cost me 12k,Food
supermarket,Food
asdfasdf rent asdf,Housing
bought steam for 381,Entertainment
paid 297 for jacket,Shopping
bought best buy for 188,Shopping
"electricity today, 38k",Utilities
expensive clothes 36000,Shopping
wifi,Utilities
paid 414800 for furniture,Housing
just paid 79k for cell plan,Utilities
flight,Transport
electricity,Utilities
hospital,Healthcare
bowling,Entertainment
24k for cell plan,Utilities
went to medicine and spent 24500,Healthcare
bought netflix for 38k,Entertainment
parking 147200,Transport
"best buy today, 487400",Shopping
paid 140 towards groceries,Food
bought maintenance for 33k,Housing
paid 478 towards therapy,Healthcare
expensive boda 96,Transport
electronics cost me 170100,Shopping
"laptop today, 61000",Shopping
theater 297,Entertainment
spent 439800 on movie,Entertainment
paid for pizza,Food
paid for mall,Shopping
gifts cost me 26k,Shopping
went to broadband and spent 77k,Utilities
vitamins cost me 31k,Healthcare
paid for club,Entertainment
cost of ikea was 46k,Housing
docccctooor!! 99999999,Healthcare
expensive home depot 460,Housing
paid 203 for concert,Entertainment
spent on netflix,Entertainment
"taxi today, 262600",Transport
spent on internet,Utilities
cost of dentist was 331,Healthcare
just paid 88k for maintenance,Housing
went to groceries and spent 206,Food
shoes 445,Shopping
tolls 95k,Transport
subway,Transport
went to apartment and spent 47k,Housing
wifi 95200,Utilities
"uber today, 31",Transport
went to club and spent 46400,Entertainment
gifts cost,Shopping
paid for lunch,Food
spent on eye exam,Healthcare
concert 343500,Entertainment
spppent 45kkk on kfffcc,Food
coffee,Food
best buy,Shopping
supermarket 100k,Food
jacket 30k,Shopping
got first aid - 185,Healthcare
best buy 75k,Shopping
games 420800,Entertainment
paid for rent,Housing
vitamins,Healthcare
electronics,Shopping
paid 179600 for music,Entertainment
expensive coffee 410,Food
medicine,Healthcare
paid 211 towards music,Entertainment
"best buy today, 64k",Shopping
spent on power,Utilities
spent on fuel,Transport
games 80,Entertainment
195800 for laptop,Shopping
just paid 62k for flight,Transport
"best buy today, 225200",Shopping
paid 17k towards uber,Transport
eye exam 99k,Healthcare
"movie today, 383",Entertainment
got jacket - 87k,Shopping
paid for bowling,Entertainment
boda cost me 51400,Transport
ubbber ride hjshd,Transport
paid 94k for lunch,Food
tolls,Transport
spent on flight,Transport
pharmacy 50k,Healthcare
expensive gifts 374,Shopping
parking,Transport
unknown charge,
paid 313600 for breakfast,Food
groceries,Food
paid 77k towards target,Shopping
paid 100k for target,Shopping
paid 377400 towards transit,Transport
just paid 35600 for electricity,Utilities
meal,Food
paid 388 towards gas bill,Utilities
shooesss!!!!!!!!,Shopping
shirts cost me 90k,Shopping
paid 16k towards coffee,Food
best buy cost,Shopping
went to movie and spent 422,Entertainment
bought cleaning for 94,Housing
500,Food
went to shirts and spent 248,Shopping
eye exam cost me 130,Healthcare
paid 76k towards eye exam,Healthcare
best buy cost,Shopping
paid for eye exam,Healthcare
expensive doctor 73,Healthcare
tolls 63k,Transport
just paid 257 for ikea,Housing
subway cost me 345500,Transport
groceries 170000,Food
"jacket today, 91100",Shopping
steam,Entertainment
broadband,Utilities
supermarket,Food
paid for spotify,Entertainment
49k for checkup,Healthcare
spent 70k on laptop,Shopping
got train - 402,Transport
went to club and spent 423100,Entertainment
just paid 71k for first aid,Healthcare
spent 4k on snacks,Food
paid 260 towards checkup,Healthcare
expensive broadband 142,Utilities
spent on movie,Entertainment
paid 108 for fuel,Transport
22900 for groceries,Food
got boda - 240900,Transport
bought broadband for 34,Utilities
paid for rent,Housing
eye exam,Healthcare
paid for plumber,Housing
97k for train,Transport
hospital bill,Entertainment
got cell plan - 75k,Utilities
cost of games was 33900,Entertainment
spent 463 on groceries,Food
gifts,Shopping
spent 54 on wifi,Utilities
rent***---__,Housing
hospital bill,Entertainment
parking,Transport
bought lunch for 164200,Food
restaurant 335100,Food
paid 423 for music,Entertainment
bought a laptop,Food
jacket,Shopping
paid 6000 towards taxi,Transport
bought snacks for 382,Food
paid for amazon,Shopping
expensive supermarket 23000,Food
just paid 25k for wifi,Utilities
amazon cost,Shopping
spent on apartment,Housing
dinner cost,Food
pharmacy cost me 49k,Healthcare
paid 398 towards plumber,Housing
phone bill,Utilities
17k for bus ticket,Transport
paid 45 towards first aid,Healthcare
spent 115100 on parking,Transport
paid 378 for uber,Transport
got boda - 38,Transport
just paid 483900 for transit,Transport
maintenance,Housing
spent 359 on movie,Entertainment
vitamins cost,Healthcare
internet cost me 58800,Utilities
spent 169 on parking,Transport
coffee,Food
paid for coffee,Food
snacks cost,Food
spent 70k on property tax,Housing
snacks cost me 5k,Food
bus ticket cost,Transport
breakfast,Food
spent on games,Entertainment
just paid 71k for gas,Transport
steam,Entertainment
just paid 421 for property tax,Housing
31k for tolls,Transport
bought wifi for 201,Utilities
42 for electricity,Utilities
target,Shopping
clothes cost me 188,Shopping
"restaurant today, 366",Food
bowling,Entertainment
cost of cafe was 51200,Food
149200 for restaurant,Food
got theater - 59k,Entertainment
paid 85 for jacket,Shopping
went to cafe and spent 295400,Food
spent 42 on party,Entertainment
shooesss!!!!!!!!,Shopping
paid 25k towards restaurant,Food
spent on cleaning,Housing
cost of rent was 430800,Housing
spent on broadband,Utilities
cost of first aid was 100800,Healthcare
subway cost me 56k,Transport
"pharmacy today, 348",Healthcare
"cell plan today, 62k",Utilities
tolls,Transport
just paid 48k for checkup,Healthcare
movie,Entertainment
spent 89k on transit,Transport
got spotify - 60k,Entertainment
went to broadband and spent 124,Utilities
cost of shirts was 470900,Shopping
paid for netflix,Entertainment
netflix cost me 266,Entertainment
paid 64k towards first aid,Healthcare
paid 271500 for groceries,Food
paid 207400 towards transit,Transport
expensive best buy 415800,Shopping
just paid 86800 for train,Transport
paid for property tax,Housing
just paid 62 for netflix,Entertainment
expensive subway 128,Transport
bought maintenance for 39,Housing
spent on shirts,Shopping
paid 89k towards music,Entertainment
expensive taxi 31,Transport
got furniture - 20500,Housing
cleaning 54,Housing
bought pizza for 367400,Food
expensive wifi 254800,Utilities
went to eye exam and spent 484400,Healthcare
"pharmacy today, 454",Healthcare
rent***---__,Housing
just paid 68k for hospital,Healthcare
just paid 190000 for gas bill,Utilities
spent 89k on hospital,Healthcare
internet,Utilities
netflix cost,Entertainment
spent on restaurant,Food
bought uber for 249,Transport
went to cinema and spent 147300,Entertainment
bought gas bill for 270,Utilities
amazon,Shopping
spent on bus ticket,Transport
sneakers cost,Shopping
36k for cell plan,Utilities
flight cost me 123,Transport
wifi,Utilities
bought groceries for 443800,Food
spent 372 on best buy,Shopping
spent 37k on train,Transport
hospital,Healthcare
ikea cost,Housing
bought gas for 397,Transport
"lunch today, 60k",Food
supermarket cost me 397600,Food
spent 90k on hospital,Healthcare
spent 158800 on pharmacy,Healthcare
went to electricity and spent 1,Utilities
just paid 486300 for amazon,Shopping
netflix cost,Entertainment
paid for kfc,Food
furniture,Housing
gifts cost,Shopping
snacks,Food
spent on boda,Transport
went to bus ticket and spent 69400,Transport
paid for meal,Food
paid 338300 towards bowling,Entertainment
paid 5000,
paid 19k towards boda,Transport
spent 98900 on mall,Shopping
"shoes today, 54k",Shopping
expensive electronics 3,Shopping
cost of flight was 280600,Transport
paid 456 for music,Entertainment
spent on internet,Utilities
tolls,Transport
music 489,Entertainment
spent on party,Entertainment
"furniture today, 133600",Housing
cost of netflix was 150700,Entertainment
cost of trash was 52,Utilities
spent 40100 on phone bill,Utilities
got pharmacy - 360,Healthcare
furniture 313200,Housing
got cleaning - 66400,Housing
paid for netflix,Healthcare
dentist 5k,Healthcare
spent on power,Utilities
spent 480100 on laptop,Shopping
netflix cost me 160300,Entertainment
expensive taxi 405,Transport
expensive ikea 35k,Housing
gas bill 299,Utilities
internet,Utilities
subway,Transport
got broadband - 24k,Utilities
paid for parking,Transport
spent on cafe,Food
spent 357 on gas bill,Utilities
465900 for water bill,Utilities
home depot,Housing
games 84500,Entertainment
paid 32700 for music,Entertainment
paid 64k towards parking,Transport
spppent 45kkk on kfffcc,Food
netflix,Entertainment
paid 421 for pharmacy,Healthcare
bought steam for 5k,Entertainment
cost of first aid was 100k,Healthcare
paid 61k towards taxi,Transport
doctor 44,Healthcare
cost of doctor was 86600,Healthcare
paid 128400 for clothes,Shopping
paid 1k towards shoes,Shopping
paid 37k towards internet,Utilities
paid 51 towards netflix,Entertainment
spent on ikea,Housing
got bowling - 56k,Entertainment
bowling 293800,Entertainment
first aid cost,Healthcare
paid for netflix,Entertainment
just paid 47k for movie,Entertainment
spent on coffee,Food
expensive best buy 485200,Shopping
paid for target,Shopping
just paid 266100 for medicine,Healthcare
spent 394 on laptop,Shopping
paid 97k for restaurant,Food
expensive phone bill 17k,Utilities
"internet today, 404000",Utilities
spent 218300 on transit,Transport
steam 105,Entertainment
went to trash and spent 482900,Utilities
eye exam 25k,Healthcare
groceries cost,Food
paid 374600 towards home depot,Housing
netflxxxxxxxxxxx,Entertainment
water bill,Utilities
spent 391000 on taxi,Transport
paid 32200 for property tax,Housing
cost of target was 496200,Shopping
paid 62k towards bowling,Entertainment
went to club and spent 144300,Entertainment
"games today, 19",Entertainment
$$$@#$@@! coffee!!!,Food
cafe 379,Food
expensive trash 469600,Utilities
target 291,Shopping
spent 120600 on ikea,Housing
paid for cleaning,Housing
paid 314300 towards lunch,Food
"movie today, 9k",Entertainment
 ,Food
expensive pizza 249,Food
paid 91k towards parking,Transport
coffee,Food
expensive mortgage 465600,Housing
spent on boda,Transport
spent on restaurant,Food
spent 200 on groceries,Food
paid 94k for gas,Transport
spent on tolls,Transport
"mortgage today, 90k",Housing
"broadband today, 221600",Utilities
lunch,Food
just paid 294100 for internet,Utilities
went to phone bill and spent 473,Utilities
cost of electronics was 27k,Shopping
got plumber - 387,Housing
expensive gas bill 25,Utilities
just paid 81k for electronics,Shopping
459 for sneakers,Shopping
expensive internet 181200,Utilities
amazon 3,Shopping
cost of plumber was 16k,Housing
bought party for 448,Entertainment
shoes,Shopping
"maintenance today, 14k",Housing
got electricity - 73k,Utilities
paid 368 towards games,Entertainment
expensive hospital 28k,Healthcare
paid 25k towards electronics,Shopping
paid 24k for mortgage,Housing
spent 48 on pharmacy,Healthcare
spent 393000 on dinner,Food
spent 205 on property tax,Housing
medicine,Healthcare
cell plan 67k,Utilities
just paid 95300 for apartment,Housing
"transit today, 85k",Transport
paid 99 for snacks,Food
91k for gifts,Shopping
paid 383900 for gifts,Shopping
went to phone bill and spent 59,Utilities
expensive breakfast 51k,Food
"dinner today, 130",Food
bought home depot for 38k,Housing
went to cafe and spent 497700,Food
expensive subway 66k,Transport
spent 357100 on tolls,Transport
bought medicine for 331,Healthcare
bought breakfast for 433200,Food
paid 477 towards cell plan,Utilities
went to cleaning and spent 258,Housing
paid for boda,Transport
just paid 3k for home depot,Housing
gifts 11k,Shopping
paid 174100 for laptop,Shopping
cost of eye exam was 471,Healthcare
spent 44k on gas bill,Utilities
spent on meal,Food
paid 74k for bus ticket,Transport
431600 for transit,Transport
furniture 214,Housing
spent 29 on parking,Transport
medicine,Healthcare
spent 289 on bus ticket,Transport
just paid 394 for lunch,Food
hospital bill,Entertainment
just paid 381 for dinner,Food
spent on club,Entertainment
65k for burger,Food
bought gifts for 73k,Shopping
paid for cinema,Entertainment
paid 9100 towards eye exam,Healthcare
music 132,Entertainment
cost of shirts was 217500,Shopping
furniture,Housing
cost of water bill was 24k,Utilities
went to sneakers and spent 67k,Shopping
mall cost me 240600,Shopping
spent on groceries,Food
bus ticket cost me 458600,Transport
spent 5k on burger,Food
paid for pharmacy,Healthcare
home depot,Housing
"cafe today, 156",Food
spent on tolls,Transport
spent 86500 on therapy,Healthcare
"restaurant today, 3k",Food
bought clothes for 65k,Shopping
spent 400 on shoes,Shopping
spent 97k on power,Utilities
just paid 209 for best buy,Shopping
expensive clothes 324,Shopping
bought snacks for 97k,Food
439 for therapy,Healthcare
expensive gifts 331100,Shopping
spent 458 on apartment,Housing
paid 313200 towards fuel,Transport
coffee 14k,Food
groceries,Food
spent on movie,Entertainment
paid 11 for hospital,Healthcare
paid 31k for breakfast,Food
just paid 74k for doctor,Healthcare
bought bus ticket for 68k,Transport
ikea,Housing
paid 5000,
   ,Transport
just paid 25000 for cinema,Entertainment
"cell plan today, 29",Utilities
139 for parking,Transport
just paid 283 for burger,Food
paid for cleaning,Housing
paid for gifts,Shopping
bought uber for 323,Transport
wifi 445,Utilities
paid 165 towards steam,Entertainment
clothes 187100,Shopping
just paid 368500 for boda,Transport
paid for laptop,Shopping
spotify cost me 17,Entertainment
paid 214800 towards groceries,Food
spent 333700 on first aid,Healthcare
spent 336 on spotify,Entertainment
went to cleaning and spent 174,Housing
paid 250 for medicine,Healthcare
cost of parking was 406,Transport
paid 339600 towards transit,Transport
just paid 100k for theater,Entertainment
got ikea - 52k,Housing
property tax,Housing
shoes,Shopping
spent 108200 on coffee,Food
laptop,Shopping
cost of internet was 34400,Utilities
amazon,Shopping
bus ticket 407,Transport
furniture cost me 213,Housing
just paid 41k for games,Entertainment
bought first aid for 94k,Healthcare
electronics cost,Shopping
gifts cost me 50k,Shopping
paid for kfc,Food
expensive gifts 93k,Shopping
cinema cost me 272200,Entertainment
cost of electronics was 173800,Shopping
spent 75k on ikea,Housing
315 for apartment,Housing
paid 71000 towards property tax,Housing
233600 for club,Entertainment
home depot,Housing
cost of phone bill was 57,Utilities
cost of groceries was 96k,Food
unknown charge,
expensive burger 268,Food
spent on checkup,Healthcare
got flight - 47600,Transport
got apartment - 350300,Housing
cost of kfc was 264,Food
cost of bus ticket was 4,Transport
expensive cinema 4k,Entertainment
"clinic today, 50k",Healthcare
gas,Transport
plumber,Housing
paid for transit,Transport
spent on internet,Utilities
bought netflix for 35k,Entertainment
netflxxxxxxxxxxx,Entertainment
just paid 275100 for rent,Housing
paid for cell plan,Utilities
went to maintenance and spent 206,Housing
paid 88k towards gas,Transport
mall cost,Shopping
eye exam,Healthcare
"shoes today, 76k",Shopping
went to dinner and spent 66k,Food
netflix cost me 98k,Entertainment
cost of water bill was 432500,Utilities
went to home depot and spent 36800,Housing
"mortgage today, 350",Housing
club cost,Entertainment
$$$@#$@@! coffee!!!,Food
flight cost,Transport
"therapy today, 173000",Healthcare
went to party and spent 359,Entertainment
51k for medicine,Healthcare
unknown charge,
got games - 13k,Entertainment
property tax,Housing
vitamins,Healthcare
gas bill 337200,Utilities
water bill,Utilities
kfc,Food
paid for games,Entertainment
asdfasdf rent asdf,Housing
spppent 45kkk on kfffcc,Food
kfc 2,Food
cost of plumber was 296400,Housing
paid 74k for taxi,Transport
went to kfc and spent 244,Food
cinema cost,Entertainment
expensive rent 95k,Housing
maintenance cost,Housing
spent 24k on shirts,Shopping
spent on cinema,Entertainment
spent on club,Entertainment
got broadband - 63k,Utilities
paid for shoes,Shopping
jacket 44k,Shopping
paid for netflix,Healthcare
spent on dentist,Healthcare
eye exam cost,Healthcare
vitamins,Healthcare
bought eye exam for 334700,Healthcare
73k for kfc,Food
club,Entertainment
50k for phone bill,Utilities
236600 for sneakers,Shopping
ikea cost,Housing
cost of boda was 24,Transport
paid 205600 for games,Entertainment
bought first aid for 259,Healthcare
just paid 45k for water bill,Utilities
mortgage 69200,Housing
restaurant,Food
just paid 87k for maintenance,Housing
378000 for water bill,Utilities
just paid 17 for shoes,Shopping
electronics cost,Shopping
went to best buy and spent 129400,Shopping
451000 for lunch,Food
got pizza - 357400,Food
bought a laptop,Food
paid 83k towards shirts,Shopping
spent 384 on internet,Utilities
"internet today, 15",Utilities
phone bill cost me 80k,Utilities
paid for gas,Transport
500,Food
spent 306400 on target,Shopping
paid 380 towards taxi,Transport
expensive cleaning 37200,Housing
spent on tolls,Transport
cost of medicine was 124,Healthcare
bought theater for 76k,Entertainment
42100 for clothes,Shopping
paid 103 for broadband,Utilities
checkup cost me 52k,Healthcare
bought gas bill for 46k,Utilities
56k for checkup,Healthcare
went to pharmacy and spent 26k,Healthcare
"medicine today, 321",Healthcare
spent on shoes,Shopping
spent 442 on party,Entertainment
paid 326 for taxi,Transport
expensive netflix 467000,Entertainment
just paid 62900 for meal,Food
bought vitamins for 29500,Healthcare
bought club for 71k,Entertainment
paid for pharmacy,Healthcare
breakfast 430,Food
property tax,Housing
expensive electricity 89k,Utilities
just paid 482600 for dentist,Healthcare
"amazon today, 440600",Shopping
expensive netflix 404,Entertainment
steam,Entertainment
first aid cost me 464400,Healthcare
467 for steam,Entertainment
paid 42k towards subway,Transport
1k for rent,Housing
spent on burger,Food
shoes cost,Shopping
got snacks - 49k,Food
"sneakers today, 116600",Shopping
cost of cell plan was 94,Utilities
jacket,Shopping
dentist,Healthcare
cost of electricity was 447,Utilities
transit,Transport
5k for cleaning,Housing
pharmacy,Healthcare
spent 41k on first aid,Healthcare
paid 5000,
168200 for first aid,Healthcare
cost of snacks was 60k,Food
taxi cost,Transport
games,Entertainment
music 78500,Entertainment
spent on property tax,Housing
paid 282900 towards clinic,Healthcare
"flight today, 46k",Transport
medicine,Healthcare
property tax,Housing
subway,Transport
spppent 45kkk on kfffcc,Food
therapy 476700,Healthcare
spent on plumber,Housing
96k for party,Entertainment
transit cost,Transport
furniture cost,Housing
went to party and spent 300100,Entertainment
expensive fuel 87k,Transport
spent 57k on cleaning,Housing
expensive internet 232900,Utilities
cost of boda was 477100,Transport
shoes 133300,Shopping
shooesss!!!!!!!!,Shopping
spent 34k on spotify,Entertainment
spent 125 on doctor,Healthcare
paid 411800 for taxi,Transport
dentist,Healthcare
got tolls - 170,Transport
cell plan,Utilities
"steam today, 27",Entertainment
subway cost,Transport
concert 161,Entertainment
bought subway for 306800,Transport
got plumber - 88k,Housing
went to amazon and spent 259,Shopping
spent on ikea,Housing
500,Food
paid 174 for apartment,Housing
expensive bowling 10k,Entertainment
500,Food
paid 22300 for dentist,Healthcare
paid for rent,Housing
lunch 18k,Food
just paid 424800 for dentist,Healthcare
bought steam for 73k,Entertainment
"transit today, 390",Transport
cost of apartment was 23k,Housing
paid for apartment,Housing
spppent 45kkk on kfffcc,Food
305400 for broadband,Utilities
bought spotify for 251,Entertainment
just paid 43k for phone bill,Utilities
paid 86k for gas,Transport
bought sneakers for 70500,Shopping
parking cost me 19k,Transport
paid 11k for electronics,Shopping
"party today, 486",Entertainment
spent on mortgage,Housing
spent on coffee,Food
bought wifi for 494200,Utilities
spent on hospital,Healthcare
bought boda for 148500,Transport
bought kfc for 395,Food
steam,Entertainment
expensive gas bill 25200,Utilities
paid for therapy,Healthcare
home depot,Housing
17k for medicine,Healthcare
paid 363 for target,Shopping
paid 262 towards checkup,Healthcare
just paid 340100 for vitamins,Healthcare
paid 64k towards games,Entertainment
paid 67k for jacket,Shopping
paid 47k for movie,Entertainment
spent 408 on theater,Entertainment
cost of gas was 85300,Transport
paid 129200 for pizza,Food
went to pizza and spent 330600,Food
docccctooor!! 99999999,Healthcare
paid 54 towards spotify,Entertainment
went to kfc and spent 48500,Food
ubbber ride hjshd,Transport
expensive movie 100k,Entertainment
rent***---__,Housing
got cinema - 189,Entertainment
went to medicine and spent 132900,Healthcare
paid 53200 for meal,Food
bus ticket cost me 91k,Transport
bought vitamins for 438,Healthcare
bought amazon for 95k,Shopping
81k for medicine,Healthcare
paid for ikea,Housing
concert,Entertainment
paid 29500 towards cell plan,Utilities
expensive cafe 445100,Food
paid 5k for bowling,Entertainment
just paid 29k for tolls,Transport
paid for property tax,Housing
spent on mortgage,Housing
cost of dentist was 235000,Healthcare
spent on plumber,Housing
spent on coffee,Food
expensive ikea 10800,Housing
expensive shoes 297100,Shopping
burger,Food
netflix cost me 1,Entertainment
first aid cost me 270,Healthcare
paid 279300 towards bowling,Entertainment
bought a laptop,Food
first aid,Healthcare
shoes 13k,Shopping
bought pharmacy for 194,Healthcare
spent 96k on vitamins,Healthcare
got clinic - 97k,Healthcare
53k for apartment,Housing
got taxi - 27k,Transport
spotify cost,Entertainment
medicine,Healthcare
power cost me 434700,Utilities
expensive music 57k,Entertainment
paid 65 towards transit,Transport
bought bowling for 413200,Entertainment
paid 204 for property tax,Housing
shoes,Shopping
vitamins cost,Healthcare
spent 89k on sneakers,Shopping
spent on uber,Transport
"spotify today, 263300",Entertainment
paid 289 towards jacket,Shopping
expensive steam 369500,Entertainment
got train - 31k,Transport
uber,Transport
went to pharmacy and spent 210700,Healthcare
paid for plumber,Housing
just paid 290800 for gas bill,Utilities
went to dentist and spent 252,Healthcare
paid 359 for amazon,Shopping
paid for fuel,Transport
54k for uber,Transport
cost of groceries was 94,Food
cost of electronics was 73k,Shopping
paid 276 for pharmacy,Healthcare
29k for coffee,Food
spent 98k on medicine,Healthcare
just paid 9k for ikea,Housing
went to broadband and spent 98k,Utilities
bought power for 345,Utilities
"home depot today, 284",Housing
party 76k,Entertainment
spent 47k on gifts,Shopping
got games - 50k,Entertainment
"movie today, 100k",Entertainment
just paid 19k for lunch,Food
expensive ikea 76k,Housing
went to taxi and spent 181,Transport
got plumber - 145,Housing
got power - 73k,Utilities
cost of vitamins was 250,Healthcare
paid for cafe,Food
went to medicine and spent 475,Healthcare
vitamins cost,Healthcare
cleaning,Housing
home depot 197,Housing
paid for internet,Utilities
126 for breakfast,Food
flight cost,Transport
paid for bus ticket,Transport
"laptop today, 17k",Shopping
paid 445 towards pharmacy,Healthcare
checkup,Healthcare
just paid 63 for electronics,Shopping
got spotify - 3k,Entertainment
coffee,Food
spent 21k on jacket,Shopping
paid 421300 for doctor,Healthcare
went to burger and spent 89k,Food
just paid 60k for plumber,Housing
paid 10k towards jacket,Shopping
spent 21k on vitamins,Healthcare
just paid 335900 for clinic,Healthcare
just paid 19300 for doctor,Healthcare
bought maintenance for 170,Housing
just paid 381 for groceries,Food
paid 496800 for gas bill,Utilities
spent on snacks,Food
expensive clinic 33,Healthcare
went to plumber and spent 295,Housing
rent 287,Housing
eye exam cost me 63k,Healthcare
paid for ikea,Housing
spent 57 on clinic,Healthcare
paid 128 towards electricity,Utilities
   ,Transport
"subway today, 224100",Transport
spent on internet,Utilities
paid 418 for electronics,Shopping
apartment cost me 14k,Housing
bought breakfast for 432700,Food
phone bill,Utilities
166 for snacks,Food
spent 78k on clothes,Shopping
66k for bowling,Entertainment
spent 23k on checkup,Healthcare
went to cleaning and spent 270800,Housing
spent on transit,Transport
paid for parking,Transport
bought maintenance for 72,Housing
397200 for bowling,Entertainment
lunch 359100,Food
doctor,Healthcare
first aid cost,Healthcare
docccctooor!! 99999999,Healthcare
bought maintenance for 309600,Housing
paid for eye exam,Healthcare
paid 194500 for netflix,Entertainment
uber cost,Transport
